Participant_ID,File_Name,Session,List,Type_Trial,Trial_Nbr,Target,RT,Response_Trial,Comment,Date_Correction,Assessor_Name,Processed
5fd26,5fd26_session1_listb_naming_trial001_wallet.wav,1,b,naming,1,wallet,1122,correct,NA,Jan 18 2023 12:38:59,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial002_volcano.wav,1,b,naming,2,volcano,896,correct,NA,Jan 18 2023 12:39:11,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial003_pizza.wav,1,b,naming,3,pizza,762,correct,NA,Jan 18 2023 12:39:20,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial004_glass.wav,1,b,naming,4,glass,1495,correct,NA,Jan 18 2023 12:39:33,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial005_dentist.wav,1,b,naming,5,dentist,-1,wrong_word,NA,Jan 18 2023 12:39:42,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial006_torch.wav,1,b,naming,6,torch,922,correct,NA,Jan 18 2023 12:40:01,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial007_ankle.wav,1,b,naming,7,ankle,909,correct,NA,Jan 18 2023 12:40:19,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial008_skateboard.wav,1,b,naming,8,skateboard,766,correct,NA,Jan 18 2023 12:40:48,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial009_moustache.wav,1,b,naming,9,moustache,804,correct,NA,Jan 18 2023 12:40:56,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial010_ambulance.wav,1,b,naming,10,ambulance,966,correct,NA,Jan 18 2023 12:41:06,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial011_penguin.wav,1,b,naming,11,penguin,804,correct,NA,Jan 18 2023 12:41:14,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial012_fruit.wav,1,b,naming,12,fruit,845,correct,NA,Jan 18 2023 12:41:22,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial013_mirror.wav,1,b,naming,13,mirror,836,correct,NA,Jan 18 2023 12:41:31,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial014_cannon.wav,1,b,naming,14,cannon,963,correct,NA,Jan 18 2023 12:41:38,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial015_witch.wav,1,b,naming,15,witch,944,correct,NA,Jan 18 2023 12:41:46,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial016_harp.wav,1,b,naming,16,harp,817,correct,NA,Jan 18 2023 12:41:55,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial017_chain.wav,1,b,naming,17,chain,947,correct,NA,Jan 18 2023 12:42:08,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial018_balloon.wav,1,b,naming,18,balloon,778,correct,NA,Jan 18 2023 12:42:16,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial019_broccoli.wav,1,b,naming,19,broccoli,782,correct,NA,Jan 18 2023 12:42:23,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial020_back.wav,1,b,naming,20,back,1071,correct,NA,Jan 18 2023 12:42:31,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial021_football.wav,1,b,naming,21,football,731,correct,NA,Jan 18 2023 12:42:50,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial022_choir.wav,1,b,naming,22,choir,912,correct,NA,Jan 18 2023 12:42:57,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial023_pool.wav,1,b,naming,23,pool,845,correct,NA,Jan 18 2023 12:43:19,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial024_fan.wav,1,b,naming,24,fan,759,correct,NA,Jan 18 2023 12:43:29,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial025_telephone.wav,1,b,naming,25,telephone,963,correct,NA,Jan 18 2023 12:43:36,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial026_calculator.wav,1,b,naming,26,calculator,721,correct,NA,Jan 18 2023 12:43:53,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial027_shark.wav,1,b,naming,27,shark,-1,wrong_word,NA,Jan 18 2023 12:44:01,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial028_spider.wav,1,b,naming,28,spider,842,correct,NA,Jan 18 2023 12:44:20,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial029_printer.wav,1,b,naming,29,printer,944,correct,NA,Jan 18 2023 12:44:28,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial030_screwdriver.wav,1,b,naming,30,screwdriver,785,correct,NA,Jan 18 2023 12:44:40,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial031_skeleton.wav,1,b,naming,31,skeleton,751,correct,NA,Jan 18 2023 12:44:51,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial032_lion.wav,1,b,naming,32,lion,1025,correct,NA,Jan 18 2023 12:45:00,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial033_gun.wav,1,b,naming,33,gun,848,correct,NA,Jan 18 2023 12:45:10,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial034_devil.wav,1,b,naming,34,devil,826,correct,NA,Jan 18 2023 12:45:18,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial035_desert.wav,1,b,naming,35,desert,1559,correct,NA,Jan 18 2023 12:45:37,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial036_dog.wav,1,b,naming,36,dog,861,correct,NA,Jan 18 2023 12:45:45,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial037_snail.wav,1,b,naming,37,snail,750,correct,NA,Jan 18 2023 12:47:03,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial038_cone.wav,1,b,naming,38,cone,963,correct,NA,Jan 18 2023 12:47:11,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial039_eye.wav,1,b,naming,39,eye,966,uncertain,says 'eye...ris' so I'm not sure if I can treat it as 'eye' after all,Jan 18 2023 12:48:18,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial040_lizard.wav,1,b,naming,40,lizard,880,correct,NA,Jan 18 2023 12:48:25,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial041_bedroom.wav,1,b,naming,41,bedroom,-1,wrong_word,NA,Jan 18 2023 12:48:33,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial042_cloud.wav,1,b,naming,42,cloud,1460,correct,NA,Jan 18 2023 12:48:39,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial043_lab.wav,1,b,naming,43,lab,-1,wrong_word,NA,Jan 18 2023 12:48:47,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial044_watch.wav,1,b,naming,44,watch,820,correct,NA,Jan 18 2023 12:48:54,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial045_sink.wav,1,b,naming,45,sink,823,correct,NA,Jan 18 2023 12:49:07,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial046_bed.wav,1,b,naming,46,bed,941,correct,NA,Jan 18 2023 12:49:14,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial047_condom.wav,1,b,naming,47,condom,893,correct,NA,Jan 18 2023 12:49:26,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial048_dragon.wav,1,b,naming,48,dragon,782,correct,NA,Jan 18 2023 12:49:37,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial049_needle.wav,1,b,naming,49,needle,711,correct,NA,Jan 18 2023 12:49:44,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial050_roof.wav,1,b,naming,50,roof,1759,correct,NA,Jan 18 2023 12:49:51,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial051_vein.wav,1,b,naming,51,vein,957,correct,NA,Jan 18 2023 12:49:59,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial052_parrot.wav,1,b,naming,52,parrot,801,correct,NA,Jan 18 2023 12:50:08,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial053_handle.wav,1,b,naming,53,handle,896,correct,NA,Jan 18 2023 12:50:24,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial054_trumpet.wav,1,b,naming,54,trumpet,1020,correct,NA,Jan 18 2023 12:50:35,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial055_bat.wav,1,b,naming,55,bat,934,correct,NA,Jan 18 2023 12:50:44,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial056_house.wav,1,b,naming,56,house,1428,correct,NA,Jan 18 2023 12:51:04,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial057_lemon.wav,1,b,naming,57,lemon,877,correct,NA,Jan 18 2023 12:51:23,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial058_sheep.wav,1,b,naming,58,sheep,727,correct,NA,Jan 18 2023 12:51:30,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial059_airport.wav,1,b,naming,59,airport,-1,wrong_word,NA,Jan 18 2023 12:51:38,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial060_feather.wav,1,b,naming,60,feather,992,correct,NA,Jan 18 2023 12:51:48,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial061_broom.wav,1,b,naming,61,broom,1001,correct,NA,Jan 18 2023 12:51:56,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial062_belt.wav,1,b,naming,62,belt,1320,correct,NA,Jan 18 2023 12:52:10,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial063_camera.wav,1,b,naming,63,camera,944,correct,NA,Jan 18 2023 12:52:28,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial064_road.wav,1,b,naming,64,road,1040,correct,NA,Jan 18 2023 12:52:35,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial065_dolphin.wav,1,b,naming,65,dolphin,1247,correct,NA,Jan 18 2023 12:52:41,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial066_coconut.wav,1,b,naming,66,coconut,785,correct,NA,Jan 18 2023 12:52:54,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial067_scarf.wav,1,b,naming,67,scarf,848,correct,NA,Jan 18 2023 12:53:10,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial068_nose.wav,1,b,naming,68,nose,772,correct,NA,Jan 18 2023 12:53:22,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial069_microphone.wav,1,b,naming,69,microphone,845,correct,NA,Jan 18 2023 12:53:31,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial070_elephant.wav,1,b,naming,70,elephant,1189,correct,NA,Jan 18 2023 12:53:38,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial071_frog.wav,1,b,naming,71,frog,871,correct,NA,Jan 18 2023 12:54:00,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial072_well.wav,1,b,naming,72,well,998,correct,NA,Jan 18 2023 12:54:08,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial073_bible.wav,1,b,naming,73,bible,832,correct,NA,Jan 18 2023 12:54:15,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial074_scorpion.wav,1,b,naming,74,scorpion,734,correct,NA,Jan 18 2023 12:54:26,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial075_pumpkin.wav,1,b,naming,75,pumpkin,839,correct,NA,Jan 18 2023 12:54:33,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial076_parachute.wav,1,b,naming,76,parachute,1243,correct,NA,Jan 18 2023 12:54:41,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial077_cigarette.wav,1,b,naming,77,cigarette,868,correct,NA,Jan 18 2023 12:54:50,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial078_tank.wav,1,b,naming,78,tank,1973,correct,NA,Jan 18 2023 12:54:56,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial079_apron.wav,1,b,naming,79,apron,969,correct,NA,Jan 18 2023 12:55:10,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial080_thermometer.wav,1,b,naming,80,thermometer,979,correct,NA,Jan 18 2023 12:55:25,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial081_pirate.wav,1,b,naming,81,pirate,1033,correct,NA,Jan 18 2023 12:55:33,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial082_nurse.wav,1,b,naming,82,nurse,976,correct,NA,Jan 18 2023 12:56:00,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial083_guitar.wav,1,b,naming,83,guitar,989,correct,NA,Jan 18 2023 12:56:15,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial084_coffee.wav,1,b,naming,84,coffee,887,correct,NA,Jan 18 2023 12:56:25,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial085_diamond.wav,1,b,naming,85,diamond,785,correct,NA,Jan 18 2023 12:56:34,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial086_man.wav,1,b,naming,86,man,1361,correct,NA,Jan 18 2023 12:56:42,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial087_greenhouse.wav,1,b,naming,87,greenhouse,1055,correct,NA,Jan 18 2023 12:56:48,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial088_button.wav,1,b,naming,88,button,823,correct,NA,Jan 18 2023 12:56:55,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial089_nun.wav,1,b,naming,89,nun,1269,correct,NA,Jan 18 2023 12:57:02,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial090_cactus.wav,1,b,naming,90,cactus,769,correct,NA,Jan 18 2023 12:57:10,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial091_knee.wav,1,b,naming,91,knee,1046,correct,NA,Jan 18 2023 12:57:24,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial092_ring.wav,1,b,naming,92,ring,813,correct,NA,Jan 18 2023 12:57:33,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial093_waiter.wav,1,b,naming,93,waiter,1081,correct,NA,Jan 18 2023 12:57:40,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial094_butcher.wav,1,b,naming,94,butcher,1221,correct,NA,Jan 18 2023 12:57:47,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial095_glasses.wav,1,b,naming,95,glasses,957,correct,NA,Jan 18 2023 12:57:54,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial096_calendar.wav,1,b,naming,96,calendar,1027,correct,NA,Jan 18 2023 12:58:03,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial097_car.wav,1,b,naming,97,car,1030,correct,NA,Jan 18 2023 12:58:12,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial098_egg.wav,1,b,naming,98,egg,1036,correct,NA,Jan 18 2023 12:58:20,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial099_bin.wav,1,b,naming,99,bin,1065,correct,NA,Jan 18 2023 12:58:27,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial100_skull.wav,1,b,naming,100,skull,820,uncertain,the initial /s/ sounds kind of prolonged,Jan 18 2023 12:58:56,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial101_hair.wav,1,b,naming,101,hair,890,correct,NA,Jan 18 2023 12:59:06,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial102_earring.wav,1,b,naming,102,earring,954,correct,NA,Jan 18 2023 12:59:14,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial103_bra.wav,1,b,naming,103,bra,1772,correct,NA,Jan 18 2023 13:01:04,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial104_fist.wav,1,b,naming,104,fist,829,correct,NA,Jan 18 2023 13:01:19,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial105_duck.wav,1,b,naming,105,duck,1075,correct,NA,Jan 18 2023 13:01:26,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial106_cowboy.wav,1,b,naming,106,cowboy,1227,correct,NA,Jan 18 2023 13:01:34,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial107_baby.wav,1,b,naming,107,baby,1036,correct,NA,Jan 18 2023 13:01:47,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial108_foot.wav,1,b,naming,108,foot,718,correct,NA,Jan 18 2023 13:01:54,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial109_cage.wav,1,b,naming,109,cage,954,correct,NA,Jan 18 2023 13:02:02,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial110_giraffe.wav,1,b,naming,110,giraffe,979,correct,NA,Jan 18 2023 13:02:09,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial111_caravan.wav,1,b,naming,111,caravan,1237,correct,NA,Jan 18 2023 13:02:17,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial112_hedgehog.wav,1,b,naming,112,hedgehog,750,correct,NA,Jan 18 2023 13:02:24,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial113_pilot.wav,1,b,naming,113,pilot,1310,correct,NA,Jan 18 2023 13:02:31,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial114_spoon.wav,1,b,naming,114,spoon,871,correct,NA,Jan 18 2023 13:02:40,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial115_sock.wav,1,b,naming,115,sock,826,correct,NA,Jan 18 2023 13:02:47,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial116_coffin.wav,1,b,naming,116,coffin,887,correct,NA,Jan 18 2023 13:02:53,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial117_chair.wav,1,b,naming,117,chair,899,correct,NA,Jan 18 2023 13:03:02,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial118_maze.wav,1,b,naming,118,maze,1081,correct,NA,Jan 18 2023 13:03:12,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial119_face.wav,1,b,naming,119,face,998,correct,NA,Jan 18 2023 13:03:19,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial120_dinosaur.wav,1,b,naming,120,dinosaur,1087,correct,NA,Jan 18 2023 13:03:31,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial121_heart.wav,1,b,naming,121,heart,702,correct,NA,Jan 18 2023 13:03:39,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial122_keyboard.wav,1,b,naming,122,keyboard,922,correct,NA,Jan 18 2023 13:03:47,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial123_iron.wav,1,b,naming,123,iron,947,correct,NA,Jan 18 2023 13:03:55,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial124_crown.wav,1,b,naming,124,crown,1546,correct,NA,Jan 18 2023 13:04:03,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial125_swimming.wav,1,b,naming,125,swimming,963,correct,NA,Jan 18 2023 13:04:19,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial126_fire.wav,1,b,naming,126,fire,909,correct,NA,Jan 18 2023 13:04:28,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial127_finger.wav,1,b,naming,127,finger,890,correct,NA,Jan 18 2023 13:04:35,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial128_honey.wav,1,b,naming,128,honey,759,correct,NA,Jan 18 2023 13:04:44,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial129_umbrella.wav,1,b,naming,129,umbrella,845,correct,NA,Jan 18 2023 13:04:53,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial130_girl.wav,1,b,naming,130,girl,1126,correct,NA,Jan 18 2023 13:05:00,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial131_stapler.wav,1,b,naming,131,stapler,893,correct,NA,Jan 18 2023 13:05:09,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial132_television.wav,1,b,naming,132,television,-1,wrong_word,NA,Jan 18 2023 13:05:15,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial133_leaf.wav,1,b,naming,133,leaf,772,correct,NA,Jan 18 2023 13:05:23,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial134_farm.wav,1,b,naming,134,farm,-1,wrong_word,NA,Jan 18 2023 13:05:30,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial135_banana.wav,1,b,naming,135,banana,794,correct,NA,Jan 18 2023 13:05:39,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial136_beard.wav,1,b,naming,136,beard,-1,wrong_word,NA,Jan 18 2023 13:05:46,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial137_tooth.wav,1,b,naming,137,tooth,890,correct,NA,Jan 18 2023 13:05:55,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial138_boomerang.wav,1,b,naming,138,boomerang,903,correct,NA,Jan 18 2023 13:06:03,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial139_strawberry.wav,1,b,naming,139,strawberry,692,correct,NA,Jan 18 2023 13:06:10,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial140_mask.wav,1,b,naming,140,mask,887,correct,NA,Jan 18 2023 13:06:19,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial141_jar.wav,1,b,naming,141,jar,1043,correct,NA,Jan 18 2023 13:06:26,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial142_brain.wav,1,b,naming,142,brain,912,correct,NA,Jan 18 2023 13:06:34,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial143_king.wav,1,b,naming,143,king,1301,correct,NA,Jan 18 2023 13:06:50,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial144_burger.wav,1,b,naming,144,burger,868,correct,NA,Jan 18 2023 13:06:59,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial145_asparagus.wav,1,b,naming,145,asparagus,817,correct,NA,Jan 18 2023 13:07:24,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial146_door.wav,1,b,naming,146,door,848,correct,NA,Jan 18 2023 13:07:32,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial147_hand.wav,1,b,naming,147,hand,727,correct,NA,Jan 18 2023 13:07:49,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial148_shirt.wav,1,b,naming,148,shirt,1492,correct,NA,Jan 18 2023 13:07:58,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial149_shadow.wav,1,b,naming,149,shadow,1202,correct,NA,Jan 18 2023 13:08:08,Agnieszka,1
5fd26,5fd26_session1_listb_naming_trial150_scarecrow.wav,1,b,naming,150,scarecrow,947,correct,NA,Jan 18 2023 13:08:15,Agnieszka,1
